Name,About
Supralympic Runners,"SUPRALYMPIC RUNNERS is a first-person competition-focused endless runner. Experience the perfectly-shaped, fully mechanized, rocket-powered supralympian runner: the greatest athletes of all times! Step up to the Supralympic Games challenge and show off your skills!"
Memento Infernum,"You are unpure, and you have to fulfill God's plan in Memento Infernum, tight top-down shooter where you have to face hordes of demons."
Delivery Express,'Delivery Simulator': Drive and upgrade your delivery vehicle to handle more packages and improve energy efficiency. Tackle increasing daily challenges to become the ultimate delivery master.
Wheelbarrow Warrior,Steam's Pre-Eminent Wheelbarrow game. Defeat unique enemies. Execute insane wheelbarrow abilities. Solve complex bosses. Become the Wheelbarrow Warrior.
Kreeps,Kreeps is a tower defense game where you choose how your towers and the enemies scale as the game progresses. Use any combination of 7 different types of towers and weapons to defend against the growing Kreep horde.
Eddie Hill in the Curse of the Skull Medallion,Help Eddie to retrieve the Skull Medallion sitting atop a mountain walled by a perilous jungle and an ancient temple full of dangers.
SuperJumpWorld Rage,"Remember Super Mario Bros? Okay so this is game is pretty like the same, but with a twist. Hope you'll find a way out of this place..."
Magician's Apprentice,"Craft your own powerful and deadly spells! You are Magician, an apprentice of most powerful wizard brotherhood and the only person who can save the world from mysterious warlock Yendor who claims to be equal with gods!"
Rogue Planet 1,Rogue Planet is a short action horror FPS game based on the Mayan Phenomenon of 2012. Made over the course of 3 years as my first game using GameGuru. A personal passion project.
Audio Infection,"Pew... pew... enemy goes boom! We give you exciting music, intense gameplay, smart AI and epic weapons. It is up to you to deal with the infections."
Mémoire d'Arumac,"Aidez Mia à suivre les traces de son grand père en retrouvant le trésor perdu ! Explorez, résolvez les énigmes et collectez d’anciens artefacts."
Burger Wars,The clicker game that wanted to be an RPG
Spire of Sorcery: Prologue,"Lead a party of runaway mages through the dangerous lands of Rund! Combine spellcasting, alchemy and equipment to prevail over opponents. Unlock spells, discover recipes, explore the world. Spire of Sorcery: Prologue is a demo of the main game and contains its first chapter."
Sketch,"Enter the Land of Cere as a mysterious being, Am. Traverse through the mind of Taylor, an artist whose passion for art is dimming. Am wields a pencil, which can draw shapes to progress through levels and erase enemies to clear Taylor's mind and ultimately restore Taylor's passion."
The Night Christmas Ended,Team up with the world’s biggest goblin on his quest for gold and be a total Christmas bastard.
Celestial,"Celestial is an Open world Space survival game playing on a Spherical world of roughly 700km2. Survive in a hostile environment with a variety of roaming creatures. explore ancient ruins of an alien civilization, learn their technologies and use them to find a way back home."
The Stray Cat,"Virtual Reality Games Pick up the objects on the ground to protect it, or watch the cute it falls"
Treats Please!,This is a retro-styled puzzle game about keeping a hungry pet happy with tasty treats. Choosing treats the pet will enjoy will reduce their hunger strength level and choosing things they cannot eat will only make them hungrier!
Kilroy Was Here,"You are stuck in an unknown place, completely alone for eternity. Every decision you’ve made, will make, and could have made somehow rattling around your head. The only thing you can understand is a rock, with a gratified picture and some text that reads ‘Kilroy Was Here’!"
Soul Rush,「新感覚ランゲームアクション！」たくさんの方に楽しんでいただける簡単操作でプレイできるランアクションゲーム！主人公は魂（ソウル）の力を操る巫女。敵を倒すごとに魂（ソウル）が集まり、巫女の持っている力が強まります。多彩なスキルを駆使して、次々と迫りくる敵を敵を殲滅しよう！
Mirrorscape,"Mirrorscape is bringing the table back to virtual tabletops! Build and play around the table or around the world using authentic 3D terrain, miniatures, and dice from top companies you know and love. Cross-play on iOS and Android devices using the magic of augmented reality!"
My Pet Rock,"My Pet Rock is a collection of mini games inspired by early arcade games and modern endless runners. If you are looking for a fun, aesthetically pleasing and relatively casual game to play then My Pet Rock is for you. Come and customize your newest pet, while earning the highest scores around."
Anagraphs: An Anagram Game With a Twist,"Anagrams with a twist! From the creator of the popular word game Synonymy, an addicting new word game where the anagram possibilities are greater than ever before."
Chasemaster,"A perfect blend of adventure, racing, strategy and speed. Chasemaster is all about completing your mission and escaping the city to your agency safely. Make quick decisions, outplay the police and get back safely!"
Rhythm Master,‘Rhythm Master’ is a new concept rhythm game in which each stage proceeds in a battle format based on a story. Collect various characters and strategize using their unique abilities to fight against various enemies.
Parts Unknown,Parts Unknown is an online fighting game aiming to recapture the spirit of old fighting platformers with a unique twist.
Malatzshia,Malatzshia is a non-classical RPG that contains some very tricky riddles. The play time can vary between 4 and 10 hours. You start the game being told you are trapped in your own dream. In order to wake up you will have to find a code that is hidden deeply within the vast dreamland.
